_id,Hệ điều hành,Bộ vi xử lý,Hãng sản xuất,image_url,product_name,Cân nặng,VGA,price,product_url,device,"Bảo mật, công nghệ",Giao tiếp mạng,Card Reader,Kích thước (rộng x dài x cao),Bộ nhớ trong,Ổ cứng,Màn hình,Ổ quang,Dung lượng tối đa,Giao tiếp không dây,Cổng giao tiếp,Chủng loại,Số khe cắm,Mầu sắc,Part Number,Chipset,Phụ kiện đi kèm,ram
62a5d6a95e7f53608f8c83a7,windows 10 home,"amd ryzen™ 9-5980hs 3.0ghz up to 4.8ghz, 8 cores, 16 threads",,https://image.cellphones.com.vn/358x/media/catalog/product/p/o/pose_1.png,,1.30 kg,nvidia® geforce rtx™ 3050 4gb,77990000,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv301qc-k6029t.html,laptop,,,bt5.0,,32gb(16gb + 16gb [on board]) ddr4 3200mhz,1tb ssd m.2 nvme pcie,"ips 120hz, 100% srgb, pantone validated, adaptivesync, gorilla glass - cảm ứng",,32gb,,1x usb 3.2 gen 2 type-a 2x type c usb 3.2 gen 2 1x hdmi 2.0b 1x 3.5mm combo audio jack,laptop asus gaming rog flow x13 gv301qc-k6029t,,,,,,
62a5d6aa5e7f53608f8c83a8,windows 11 home sl,amd ryzen 5-5600h,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-asus-vivobook-pro-m7400qc-km013w-1.jpg,,1.45 kg,nvidia® geforce rtx™ 3050 4gb gddr6,24990000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7400qc-km013w.html,laptop,,,v5.0,,ddr4,512gb m.2 nvme pcie 3.0 ssd,"tần số quét 90hz, 100% dci-p3",,16gb,,1x usb 3.2 gen 1 type-a 1x usb 3.2 gen 1 type-c 2x usb 2.0 type-a//1x hdmi 1.4 1x 3.5mm combo audio jack 1x dc-in//micro sd card reader,laptop asus vivobook m7400qc km013w,,,,,,
62a5d6aa5e7f53608f8c83a9,win 11 home,ryzen™ 5 5600h,,https://image.cellphones.com.vn/358x/media/catalog/product/4/1/41166_laptop_asus_vivobook_pro_16x_oled_m7600qc_l2077w_1.jpg,,1.95 kg,nvidia geforce rtx 3050,30990000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7600qc-l2077w.html,laptop,,,bluetooth 5.0,,ddr4,512gb ssd,ánh sáng xanh ít hơn 70%,,16gb,,1x usb 3.2 gen 1 type-a 1x usb 3.2 gen 1 type-c 2x usb 2.0 type-a 1x hdmi 1.4 1x 3.5mm combo audio 1x dc-in,laptop asus vivobook m7600qc-l2077w,,,,,,
62a5d6aa5e7f53608f8c83aa,windows 11 home sl,4 nhân intel thế hệ 11 core i7 chuẩn intel evo,,https://image.cellphones.com.vn/358x/media/catalog/product/s/u/surface-laptop-pro-8-core-i7-ram-8gb-ssd-256gb-1_.jpg,,891 g,intel iris xe graphics,42490000,https://cellphones.com.vn/surface-laptop-pro-8-core-i7-ram-8gb-ssd-256gb.html,laptop,,,v5.1,,lpddr4x,thẻ ssd 256gb có thể thay thế được,"tần số quét 120hz, dolby vision",,16gb,,2 x usb-c® with usb 4.0/thunderbolt™ 4 3.5mm headphone jack 1 x surface connect port surface type cover port,surface pro 8 core i7 / 16gb / 256gb nhập khẩu chính hãng,,,,,,
62a5d6aa5e7f53608f8c83ab,windows 11 home,"intel® core™ i7-12700h gen 12, 2.3 ghz (24m cache, up to 4.7 ghz, 14 cores: 6 p-cores and 8 e-cores)",,https://image.cellphones.com.vn/358x/media/catalog/product/1/1/11_4_43.jpg,,2.30 kg,nvidia® geforce rtx™ 3060,49990000,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-15-g533zm-ln013w.html,laptop,,,5.2 (dual band) 2*2,,"8gb ddr5-4800 so-dimm *2, tối đa 64gb",1tb m.2 nvme™ pcie® 4.0 ssd,"ips-level, 300 nits 100% dci-p3 % anti-glare display dolby vision hdr dolby atmos chứng nhận hi-res",,16gb,,1x 2.5g lan 1x thunderbolt™ 4 hỗ trợ displayport™ 1x usb 3.2 gen 2 type-c hỗ trợ displayport™ / sạc / g-sync 2x usb 3.2 gen 2 type-a 1x 3.5mm combo audio jack 1x hdmi 2.1,laptop asus gaming rog strix scar 15 g533zm-ln013w,,,,,,
62a5d6aa5e7f53608f8c83ac,windows 10 home sl,intel core i5-1135g7 2.4ghz up to 4.2ghz 8mb,,https://image.cellphones.com.vn/358x/media/catalog/product/_/0/_0004_asus-zenbook-ux425ea-ki817t-i5-1-ksp.jpg,,1.17kg,intel iris xe graphics,24690000,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki817t.html,laptop,,,v5.0,,16gb 4266mhz lpddr4x,512gb ssd m.2 pcie g3x2,"màn hình chống loá, 100% srgb",,16gb,,"2x thunderbolt 4 usb-c (up to 40gbps, supports display, power delivery) 1x usb 3.2 gen 1 type-a (up to 5gbps) 1x standard hdmi 2.0b",laptop asus zenbook ux425ea-ki817t,,,,,,
62a5d6ab5e7f53608f8c83ad,windows 10 home sl,"11th generation intel core i5-1135g7 tiger lake 10nm (2.40ghz up to 4.20 ghz, 4 cores, 8 threads, 8mb cache)",,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-asus-vivobook-x515ea-ej1046t-8967.jpg,,1.80 kg,intel iris xe graphics,16590000,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej1046t.html,laptop,,,v4.1,,"4gb onboard + 4gb (1 khe rời), tối đa 20gb",512gb pcie nvme gen 3*2,màn hình chống lóa,,8gb,,1x hdmi 1.4 1x 3.5mm combo audio jack 1x headphone out 1x usb 2.0 type-a 1x usb 3.2 gen 1 type-a 1x usb 3.2 gen 1 type-c,laptop asus vivobook x515ea-ej1046t,,,,,,
62a5d6ab5e7f53608f8c83ae,windows 11 home sl,intel core i5 tiger lake - 1135g7 2.40 ghz,,https://image.cellphones.com.vn/358x/media/catalog/product/2/2/22_2_2.jpg,,1.17 kg,card tích hợp - intel iris xe graphics,20090000,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki839w.html,laptop,,,5.0,,"8 gb, lpddr4x (on board) 4266 mhz",512 gb ssd nvme pcie,100% srgb chống chói anti glare led backlit tấm nền ips,,8gb,,1x usb 3.2 2x thunderbolt 4 usb-c 1x hdmi,laptop asus zenbook ux425ea-ki839w,,,,,,
62a5d6ab5e7f53608f8c83af,windows 10 home sl,"amd ryzen 5-4600h (3.00ghz up to 4.00ghz, 8mb cache)",,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-asus-tuf-gaming-ksp.jpg,,2.6 kg,nvidia geforce gtx 1650 4gb gddr6,19790000,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706ih-hx180t.html,laptop,,,v5.0,,"ddr4 3200mhz, 2 khe cắm hỗ trợ tối đa 32gb",512gb pcie ssd,"tần số quét 144hz, màn hình chống lóa",,8gb,,1 x type a usb 2.0 1 x type c usb 3.2 gen 2 2 x type a usb 3.2 gen 1 1 x 3.5mm combo audio jack 1 x hdmi 2.0b 1 x kensington lock,laptop asus gaming tuf fa706ih-hx180t,,,,,,
62a5d6ab5e7f53608f8c83b0,windows 10 home sl,intel core i7-1165g7 2.8ghz up to 4.7ghz 12mb,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-asus-vivobook-s14-s433ea-am885t-1223.jpg,,1.4 kg,intel iris xe graphics,23490000,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea-am885t.html,laptop,,,v5.0,,16gb ddr4 3200mhz onboard không hỗ trợ nâng cấp,512gb ssd m.2 pcie g3x2 (còn trống 1 khe ssd m.2 pcie),màn hình chống lóa,,16gb,,1x thunderbolt™ 4 usb-c 1x usb 3.2 gen 1 type-a 2x usb 2.0 1x hdmi,laptop asus vivobook s14 s433ea-am885t,,,,,,
62a5d6ac5e7f53608f8c83b1,windows 10 home sl,intel core i3-1115g4 1.7ghz up to 4.1ghz 6mb,,https://image.cellphones.com.vn/358x/media/catalog/product/_/0/_0004_dell-vostro-3400-70253899-i3-111-ksp.jpg,,1.64 kg,intel uhd graphics,12050000,https://cellphones.com.vn/laptop-dell-vostro-3400-70253899.html,laptop,,,v5.0,,"ddr4 2666mhz, 2 khe cắm tối đa 16gb","256gb ssd m.2 pcie, 1x slot sata3 2.5""","màn hình chống loá, 60hz",,8gb,,1x usb 3.2 gen 1 type-c (data only) 2x usb 3.2 gen 1 type-a 1x usb 2.0 1x hdmi 1.4 1x headset jack 1x rj45,laptop dell vostro 3400 70253899,,,,,,
62a5d6ac5e7f53608f8c83b2,windows 11 home sl,intel core i5-1135g7,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-dell-vostro-3400-70270645-1.jpg,,1.64 kg,intel iris xe,16490000,https://cellphones.com.vn/laptop-dell-vostro-3400-70270645.html,laptop,,,v5.0,,ddr4 3200mhz,ssd 256gb m.2 pcie nvme,màn hình chống loá,,8gb,,2 x usb 3.2 usb 2.0 usb type-c hdmi,laptop dell vostro 3400 70270645,,,,,,
62a5d6ac5e7f53608f8c83b3,windows 10 home sl,"intel core i7-1165g7 1.30ghz quad-core processor (8mb intel smart cache, up to 3.90ghz)",,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-dell-inspiron-15-3000-i3511-7125blk-1.jpg,,2.19 kg,intel iris plus graphics,21490000,https://cellphones.com.vn/laptop-dell-inspiron-15-3000-i3511-7125blk.html,laptop,,,có,,ddr4,1tb hdd,màn hình chống loá,,16gb,,2 x usb 3.1 gen 11 x usb 2.01 x hdmi1 x jack audio 1 cổng đọc thẻ sd,laptop dell inspirion 15 3000 l3511 7125blk,,,,,,
62a5d6ac5e7f53608f8c83b4,windows 11,"amd ryzen™ 7 4800h processor 2.9 ghz (8m cache, up to 4.2 ghz)",,https://image.cellphones.com.vn/358x/media/catalog/product/1/_/1_71_7.jpg,,2.1 kg,nvidia® geforce rtx™ 3050 ti 4gb gddr6,23690000,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ie-hn192w.html,laptop,,,5.1,,8gb*2 ddr4 3200mhz,512 gb m.2 nvme™ pcie® 3.0 ssd,fhd vips non-glare 144hz adaptivesync,,16gb,,1x type c usb 3.2 gen 1 hỗ trợ sạc và display port 3x usb 3.2 gen 1 type-a 1x 3.5mm combo audio jack 1x hdmi 2.0b,laptop asus rog strix g15 g513ie hn192w,,,,,,
62a5d6ad5e7f53608f8c83b5,windows 10 home sl,"intel core i7-11370h, upto 4.80 ghz, 4 nhân 8 luồng, 12mb cache",,https://image.cellphones.com.vn/358x/media/catalog/product/_/0/_0006_20447_laptop_asus_tuf_dash_-ksp.jpg,,2 kg,nvidia® geforce rtx™3050 4gb + intel iris xe graphics,23490000,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn001t.html,laptop,,,v5.1,,"ddr4-3200mhz, 2 khe cắm",ssd 512gb m.2 nvme pcie 3.0,tần số quét 144hz,,8gb,,1x 3.5mm combo audio jack 1x hdmi 2.0b 3x usb 3.2 gen 1 type-a 1x usb 3.2 gen 2 type-c support displayport / power delivery,laptop asus tuf dash f15 fx516pc-hn001t,,,,,,
62a5d6ad5e7f53608f8c83b6,windows 10 home sl,amd ryzen 7 4800h 2.9ghz up to 4.2ghz 8mb,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-asus-rog-strix-g15-g513ih-hn015t-1-jj.jpg,,2.3 kg,nvidia geforce gtx 1650 4gb gddr6,22290000,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ih-hn015t.html,laptop,,,,,"ddr4 3200mhz, 2 khe cắm tối đa 32gb",512gb ssd pcie g3x4 (còn trống 2 khe ssd m.2 pcie),"tần số quét 144hz, màn hình chống loá",,8gb,,1x type c usb 3.2 gen 2 with power delivery and display port 3x usb 3.2 gen 1 type-a 1x hdmi 2.0b 1x 3.5mm combo audio jack 1x rj45 lan jack,laptop asus gaming rog strix g15 g513ih-hn015t,,,,,,
62a5d6ad5e7f53608f8c83b7,windows 10 home sl,intel core i7-10510u 1.8ghz up to 4.9ghz 8mb,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-lenovo-yoga-duet-7-13iml05-i7-ksp.jpg,,tablet: 798.8g; folio: 369.5g,intel uhd graphics,28990000,https://cellphones.com.vn/laptop-lenovo-yoga-duet-7-13iml05-i7.html,laptop,,,v5.0,,"ddr4 2666mhz, không hỗ trợ nâng cấp",512gb ssd m.2 2242 pcie nvme 3.0x4,"13"" wqhd (2160x1350) ips 450nits glossy, dolby vision, 10-point multi-touch",,8gb,,"1x usb 3.2 type-c gen 1 (with the function of data transfer), 2x usb 3.2 type-c gen 1(with the full function of displayport 1.2, data transfer and together with two ports support power delivery 3.0)",laptop lenovo yoga duet 7 13iml05,,,,,,
62a5d6ad5e7f53608f8c83b8,windows 10 home,intel core i5-10300h 2.5ghz up to 4.5ghz 8mb,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-gaming-acer-nitro-5-an515-ksp.jpg,,2.30 kg,nvidia geforce gtx 1650ti 4gb gddr6 + intel uhd graphics,19590000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515.html,laptop,,,v5.0,,"ddr4 3200mhz, 2 khe cắm, hỗ trợ tối đa 32gb","512gb ssd m.2 pcie (còn trống 1 khe ssd m.2 pcie và 1 khe 2.5"" sata)","15.6"" fhd (1920 x 1080) ips, 144hz, anti-glare",,8gb,,"3x usb 3.1 gen 1, 1x usb 3.2 gen 2 type c, 1x hdmi, rj45",laptop acer nitro 5 an515-55-5923 (nh.q7nsv.004),,,,,,
62a5d6ad5e7f53608f8c83b9,windows 10 home,"intel® core™ i7-11800h, upto 4.60ghz, 8 nhân 16 luồng, 24mb cache",,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-21gb-1tbssd.jpg,,2.69 kg,nvidia® geforce rtx™ 3060 6gb,58990000,https://cellphones.com.vn/laptop-dell-alienware-m15-r6-p109f001abl.html,laptop,,,có,,32gb ddr4 3200mhz,1tb pcie m.2 ssd,240hz 2ms,,32gb,,"3x type-a usb 3.2 gen 1 ports 1x type-c (thunderbolt™ 4i, usb 3.2 gen 2, display port 1.4, and power delivery 15w output (5v/3a)) 1 hdmi 2.1 1 headset jack",laptop dell alienware m15 r6 p109f001abl,,,,,,
62a5d6ae5e7f53608f8c83ba,windows 11 home sl,intel core i7-11800h,,https://image.cellphones.com.vn/358x/media/catalog/product/_/0/_0000_63756_laptop_msi_gaming_gf63_thi.jpg,,1.86 kg,nvidia geforce rtx 3050 ti max-q 4gb gddr6,21990000,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-11ud-628vn.html,laptop,,,v5.1,,ddr4 3200mhz,512gb nvme pcie gen3x4 ssd,15.6 inches,,8gb,,1x type-c usb3.2 gen1 3x type-a usb3.2 gen11x (4k @ 30hz) hdm1x mic-i1x headphone-out,laptop msi gaming gf63 thin 11ud - 628vn,,,,,,
62a5d6ae5e7f53608f8c83bb,windows 11 home sl,amd ryzen 5 - 3500u,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-dell-vostro-3405-v4r53500u003w1-1.jpg,,1.7 kg,amd radeon vega 8 graphics,16490000,https://cellphones.com.vn/laptop-dell-vostro-3405-v4r53500u003w1.html,laptop,,,v5.0,,"ddr4 2400 mhz, 2 khe tối đa 16gb","512 gb ssd nvme pcie (có thể tháo ra, lắp thanh khác tối đa 1tb (2280) / 512gb (2230))hỗ trợ khe cắm hdd sata (nâng cấp tối đa 2tb)",màn hình chống loá,,8gb,,2 x usb 3.2 1 x hdmi 1 x jack tai nghe 3.5 mm 1 x lan (rj45) 1 x usb 2.0 1 x sd,laptop dell vostro 3405 v4r53500u003w1,,,,,,
62a5d6ae5e7f53608f8c83bc,mac os,apple m1 max10 nhân,,https://image.cellphones.com.vn/358x/media/catalog/product/m/a/mac-studio-1646775245-8194-1646775416-removebg-preview.jpg,,2.7kg,24 nhân gpu16 nhân neural engine,52990000,https://cellphones.com.vn/mac-studio-2022.html,laptop,,,5.0,,,512 ssd,,,32gb,,"thunderbolt 4 (up to 40gb/s) 1x displayport usb 4, 1x usb 3.1 gen 2, 2x usb-a ports 1x hdmi, 1x 10gb ethernet, 1x 3.5 mm jack",mac studio 2022 m1 max 10 cpu | chính hãng apple việt nam,,,,,,
62a5d6ae5e7f53608f8c83bd,macos,apple m1 8 nhân,,https://image.cellphones.com.vn/358x/media/catalog/product/i/m/imac-2021-1_2.jpg,,4.46kg,gpu 8 nhân,39500000,https://cellphones.com.vn/imac-2021-8gpu.html,laptop,,,bluetooth 5.0,,"ddr4 3200mhz, hỗ trợ tối đa 16gb",256gb ssd,độ sáng 500 nit hiển thị 1 tỷ màu mật độ điểm ảnh 218ppi dải màu p3 công nghệ true-tone,,8gb,,"2 cổng thunderbolt / usb 4 hỗ trợ:displayport, thunerderbolt 3, usb 4, usb 3.1 gen 2 2 cổng usb 3 1 cổng tai nghe 3.5mm",imac 24 2021 m1 8gpu 8gb 256gb i chính hãng apple việt nam,,,,,,
62a5d6af5e7f53608f8c83be,windows 11 home,"intel® core™ i7-1165g7 (up to 4.7 ghz with intel® turbo boost technology, 12 mb l3 cache, 4 cores, 8 threads)",,https://image.cellphones.com.vn/358x/media/catalog/product/6/_/6_22_9.jpg,,1.69 kg,intel iris xe graphics,18990000,https://cellphones.com.vn/laptop-hp-15-dy2089ms.html,laptop,,,4.2 combo,,"12 gb ddr4-3200 mhz ram (1 x 4 gb, 1 x 8 gb)",256 gb pcie® nvme™ m.2 ssd,"ips, micro-edge, brightview, 250 nits, 45% ntsc",,12gb,,1x usb type-c® 5gbps 2x ​​usb type-a 5gbps 1x hdmi 1.4b 1x pin thông minh ac 1x tai nghe/micrô kết hợp,laptop hp 15 dy2089ms,,,,,,
62a5d6af5e7f53608f8c83bf,windows 10 home,intel celeron n4020,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-asus-x509ma-br270t-ksp.jpg,,1.8 kg,intel uhd graphics 600,7290000,https://cellphones.com.vn/laptop-asus-x509ma-br270t.html,laptop,,,v4.1,,ddr4,256gb ssd,"led-backlit hd (1366 x 768), tần số quét 60hz, tỉ lệ phủ màu 45% ntsc",,4gb,,1 x type-c usb 3.0 1 x type-a usb 3.0 1xhdmi 1 x combo audio jack,laptop asus x509ma-br270t,,,,,,
62a5d6af5e7f53608f8c83c0,windows 10 home sl,intel core i7-11800h 2.3ghz up to 4.6ghz 24mb,,https://image.cellphones.com.vn/358x/media/catalog/product/p/r/predator-helios-300-ph-315-54-bl1-bk-01b-ksp.jpg,,2.3 kg,nvidia® geforce rtx™ 3060 6gb,36590000,https://cellphones.com.vn/laptop-acer-predator-helios-300-ph315-54-75yd.html,laptop,,,v5.1,,"16gb (8x2) ddr4 3200mhz, 2 khe cắm tối đa 32gb","512gb ssd m.2 pcie g3x4 (support raid 0) (còn trống 1 khe ssd m.2 pcie và 1 khe 2.5"" sata)","tần số quét 165hz,100% srgb",,16gb,,"1x usb 3.2 gen 2 type-c ports supporting: displayport over usb-c, thunderbolt 4, usb charging 5 v; 3 a 1x usb 3.2 gen 2 port featuring power-off usb charging 2x usb 3.2 gen 1 ports 1x ethernet (rj-45) port 1x hdmi 2.0 port with hdc",laptop acer gaming predator helios 300 ph315-54-75yd,,,,,,
62a5d6af5e7f53608f8c83c1,windows 10 sl 64 bit,amd ryzen 7 5800h,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-acer-nitro-5-an515-45-r9sc-1-ksp.jpg,,2.2 kg,nvidia® geforce rtx™ 3070 8gb,31590000,https://cellphones.com.vn/laptop-acer-nitro-5-an515-45-r9sc.html,laptop,,,v5.0,,"ddr4 3200mhz 2 khe cắm, hỗ trợ tối đa 32gb",512gb ssd,"tần số quét 144hz, tấm nền ips",,8gb,,1 x hdmi 1 x rj45 3x usb 3.2 gen 1 type-a 1 x 3.5mm audio jack 1x type-c usb3.1 gen2,laptop gaming acer nitro 5 an515-45-r9sc nh.qbrsv.001,,,,,,
62a5d6af5e7f53608f8c83c2,,,,https://image.cellphones.com.vn/358x/media/catalog/product/d/i/display_2_1.jpg,,6.3 kg,,54990000,https://cellphones.com.vn/apple-studio-display-2022-chan-de-dieu-chinh.html,laptop,,,,,,,27 inches,,,,,apple studio display 27 5k chân đế điều chỉnh 2022 chính hãng,,,,,,
62a5d6b05e7f53608f8c83c3,windows 11 home,"intel® core™ i7-11370h upto 4.8 ghz, 4 nhân 8 luồng",,https://image.cellphones.com.vn/358x/media/catalog/product/0/2/02_fx516_black_v5_1.png,,2 kg,nvidia® geforce rtx™ 3060 6gb,28990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pm-hn002w.html,laptop,,,v5.1,,8gb ddr4 3200mhz onboard (1 khe),512gb m.2 pcie nvme 3.0,"144hz, nanoedge, 45% ntsc, 62.5% srgb",,8gb,,1x type c usb 4 3x usb 3.2 gen 1 type-a 4 1x hdmi 2.0b 4 1x rj45 4 1x 3.5mm combo audio jack,laptop asus tuf dash 15 fx516pm-hn002w,,,,,,
62a5d6b05e7f53608f8c83c4,windows 11,amd ryzen 5-5500u,,https://image.cellphones.com.vn/358x/media/catalog/product/_/0/_0003_2160_7.jpg,,1.59kg,amd radeon graphics,19290000,https://cellphones.com.vn/laptop-dell-inspiron-14-7415.html,laptop,,,v5.0,,"ddr4, 3200 mhz",256gb m.2 pcie nvme ssd,màn hình chống loáđô phủ màu,,8gb,,1 x usb-c với power delivery + displayport 2 x usb a 3.1 1 x 3.5 audio jack 1 x hdmi 1.4b,laptop dell inspiron 14 7415,,,,,,
62a5d6b05e7f53608f8c83c5,windows 11 home sl,amd ryzen 7 6800h,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-asus-rog-strix-g17-g713rm-ll016w.jpg,,2.90 kg,nvidia geforce rtx 3060 laptop gpu,42990000,https://cellphones.com.vn/laptop-asus-rog-strix-g17-g713rm-ll016w.html,laptop,,,v5.2,,ddr5-4800,512gb m.2 nvme™ pcie® 4.0 ssd,"tần số quét 240hz, màn hình chống loá",,16gb,,1x rj45 lan port 1x usb 3.2 gen 2 type-c 1x usb 3.2 gen 2 type-c 2x usb 3.2 gen 1 type-a 1x tai nghe,laptop asus gaming rog strix g17 g713rm-ll016w,,,,,,
62a5d6b05e7f53608f8c83c6,mac os,apple m1 max,,https://image.cellphones.com.vn/358x/media/catalog/product/m/a/macbook-pro-14-inch-2021-32gb-1tb-2_5.jpg,,2.2 kg,card tích hợp - 32 nhân gpu,135990000,https://cellphones.com.vn/macbook-pro-16-inch-2021-m1-max-32gpu-64gb-4tb.html,laptop,,,v5.0,,không hỗ trợ nâng cấp,4 tb ssd,"liquid retina xdr, tần số quét 120hz",,64gb,,3 x thunderbolt 4 usb-c 1 x hdmi 1 x jack tai nghe 3.5 mm 1 x d,macbook pro 16 inch 2021 m1 max 10 cpu - 32 gpu 64gb 4tb 2021 | chính hãng apple việt nam,,,,,,
62a5d6b15e7f53608f8c83c7,macos,3.1ghz 6-core 10th-generation intel core i5 processor turbo boost up to 4.5ghz,,https://image.cellphones.com.vn/358x/media/catalog/product/i/m/imac_21_inch_2020_mac24h_xuo7-a6_1.png,,8.92 kg,radeon pro 5300 with 4gb of gddr6 memory,31990000,https://cellphones.com.vn/imac-27-inch-2020-5k.html,laptop,,,v5.0,,"2666mhz ddr4, 4 khe cắm hỗ trợ tối đa 128gb",256gb ssd,wide color (p3) true tone,,8gb,,"sdxc card slot (uhs-ii) jack 3.5mm 4 x usb-a ports 2 x thunderbolt 3 (usb-c) hỗ trợ: displayport; thunderbolt (up to 40 gbps); usb 3.1 gen 2 (up to 10 gbps); thunderbolt 2, hdmi, dvi, and vga supported using adapters gigabit ethernet",apple imac 27 5k 2020 i5 3.1 8gb 256gb radeon 5300 chính hãng (mxwt2),,,,,,
62a5d6b15e7f53608f8c83c8,windows 10 home sl,"amd ryzen 7-4800h, 8 nhân 16 luồng, tốc độ 2.90ghz tố đa lên đến 4.20ghz, 8mb bộ nhớ đệm",,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-msi-alpha-15-a4dek-4-ksp.jpg,,2.4 kg,amd radeon rx 5600m 6gb gddr6,27590000,https://cellphones.com.vn/laptop-msi-alpha-15-a4dek.html,laptop,,,bluetooth 5.1,,"ddr4 3200mhz, tối đa lên đến 64gb",512gb nvme pcie gen3x4 ssd,"tần số quét 144hz viền mỏng, chống chói",,8gb,,1 cổng mini-displayport 1 cổng type-c usb3.2 gen1 3 cổng type-a usb3.2 gen1 1 cổng (4k @ 60hz) hdmi 1 cổng mic-in 1 cổng headphone-out,laptop msi gaming alpha 15 a4dek-027vn,,,,,,
62a5d6b15e7f53608f8c83c9,windows 10 home sl,"intel core i7-1165g7 (up to 5.0ghz, 12mb)",,https://image.cellphones.com.vn/358x/media/catalog/product/_/0/_0004_hp-envy-13-ba1537tu-4u6p0pa-i7.jpg,,1.3 kg,intel iris xe graphics,27990000,https://cellphones.com.vn/laptop-hp-envy-13-ba1535tu-4u6m4pa.html,laptop,,,v5.0,,"ddr4 2933mhz, không hỗ trợ nâng cấp",512gb ssd m.2 nvme™ pcie® 3.0,"400 nits, 100% srgb",,8gb,,"1 x thunderbolt™ 3 (40gbps signaling rate) with superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4, hp sleep and charge) 1 x superspeed usb type-a 5gbps signaling rate (hp sleep and charge) 1 x superspeed usb",laptop hp envy 13-ba1535tu 4u6m4pa,,,,,,
62a5d6b15e7f53608f8c83ca,macos,apple m1 8 nhân,,https://image.cellphones.com.vn/358x/media/catalog/product/i/m/imac-2021-1_2_1.jpg,,4.46kg,gpu 8 nhân,41500000,https://cellphones.com.vn/imac-2021-8gpu-512gb.html,laptop,,,bluetooth 5.0,,"ddr4 3200mhz, hỗ trợ tối đa 16gb",512gb ssd,độ sáng 500 nit hiển thị 1 tỷ màu mật độ điểm ảnh 218ppi dải màu p3 công nghệ true-tone,,8gb,,"2 cổng thunderbolt / usb 4 hỗ trợ:displayport, thunerderbolt 3, usb 4, usb 3.1 gen 2 2 cổng usb 3 1 cổng tai nghe 3.5mm",imac 24 2021 m1 8gpu 8gb 512gb i chính hãng apple việt nam,,,,,,
62a5d6b25e7f53608f8c83cb,windows 10 home sl,intel core i7-10750h 2.6ghz up to 5.0ghz 12mb,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-acer-predator-helios-300_5-ksp.jpg,,2.2 kg,nvidia geforce gtx 1660ti 6gb gddr6,32990000,https://cellphones.com.vn/laptop-acer-predator-helios-300.html,laptop,,,v5.0,,,"512gb ssd m.2 pcie g3x4 (support raid 0) (còn trống 1 khe ssd m.2 pcie và 1 khe 2.5"" sata)","15.6"" fhd (1920 x 1080) ips, anti-glare with 72% ntsc, 100% srgb, 144hz, 3ms, 300nits",,8gb,,"1x usb type c (đọc ghi 50gbps), 1x usb 3.2 gen 2 (đọc ghi 10gbps), 2x usb 3.2 gen 1 (đọc ghi 5gbps), 1x hdmi® 2.0 port with hdcp support, 1x mini displayporttm 1.4, 1x ethernet (rj-45)",laptop acer predator helios 300 ph315-53-770l nh.q7xsv.002,,,,,,
62a5d6b25e7f53608f8c83cc,windows 11 home in s mode,intel core i5-i3511,,https://image.cellphones.com.vn/358x/media/catalog/product/l/a/laptop-dell-inspiron-15-3000-i3511-5101blk-1.jpg,,,intel iris xe graphics,15990000,https://cellphones.com.vn/laptop-dell-inspiron-15-3000-i3511-5101blk.html,laptop,,,,,ddr4,256gb ssd,15.6 inches,,8gb,,1 x usb 2.0 type-a 2 x usb 3.2 type-a 1 x hdmi 1.4 1 x media card reader,laptop dell inspirion 15 3000 i3511 5101blk,,,,,,
